program_label,program,geoid,category,stusab,state,state_name,county,county_name,tract,pct_occupied,pct_minority,total_units,number_reported,pct_reported,pct_2adults,pct_1adult,pct_disabled_all,pct_age62plus,pct_white,pct_black,pct_native_american,pct_asian_pacific,pct_hispanic,pct_bed1,pct_bed2,pct_bed3,pct_hhwch,name,states
Summary,1,17199021002,census tract,IL,17,Illinois,199,Williamson County,021002,91.0,6.0,36.0,32,99.0,,6.0,33.0,72.0,94.0,6.0,,,0.0,41.0,47.0,13.0,6.0,IL Illinois Williamson County 021002,IL Illinois
Public Housing,2,17199021002,census tract,IL,17,Illinois,199,Williamson County,021002,92.0,0.0,18.0,16,100.0,,,56.0,88.0,100.0,,,,0.0,63.0,38.0,,,IL Illinois Williamson County 021002,IL Illinois
Housing Choice Vouchers,3,17199021002,census tract,IL,17,Illinois,199,Williamson County,021002,90.0,13.0,18.0,16,98.0,,13.0,14.0,56.0,87.0,13.0,,,0.0,19.0,56.0,25.0,13.0,IL Illinois Williamson County 021002,IL Illinois
Summary,1,17199021003,census tract,IL,17,Illinois,199,Williamson County,021003,92.0,18.0,36.0,33,99.0,3.0,33.0,18.0,24.0,82.0,18.0,,,0.0,3.0,55.0,42.0,36.0,IL Illinois Williamson County 021003,IL Illinois
Public Housing,2,17199021003,census tract,IL,17,Illinois,199,Williamson County,021003,,,10.0,10,,,,,,,,,,,,,,,IL Illinois Williamson County 021003,IL Illinois
Housing Choice Vouchers,3,17199021003,census tract,IL,17,Illinois,199,Williamson County,021003,89.0,17.0,26.0,23,99.0,4.0,17.0,29.0,22.0,83.0,17.0,,,0.0,4.0,61.0,35.0,21.0,IL Illinois Williamson County 021003,IL Illinois
Summary,1,17199021100,census tract,IL,17,Illinois,199,Williamson County,021100,88.0,28.0,137.0,120,99.0,4.0,48.0,13.0,21.0,72.0,26.0,1.0,,1.0,20.0,37.0,43.0,52.0,IL Illinois Williamson County 021100,IL Illinois
Public Housing,2,17199021100,census tract,IL,17,Illinois,199,Williamson County,021100,98.0,21.0,79.0,77,100.0,5.0,48.0,11.0,27.0,79.0,19.0,,,1.0,27.0,34.0,39.0,53.0,IL Illinois Williamson County 021100,IL Illinois
Housing Choice Vouchers,3,17199021100,census tract,IL,17,Illinois,199,Williamson County,021100,76.0,40.0,59.0,43,97.0,2.0,47.0,16.0,9.0,60.0,37.0,2.0,,0.0,7.0,42.0,51.0,49.0,IL Illinois Williamson County 021100,IL Illinois
Summary,1,17199021200,census tract,IL,17,Illinois,199,Williamson County,021200,89.0,37.0,122.0,108,99.0,7.0,42.0,14.0,21.0,63.0,37.0,,,0.0,19.0,39.0,42.0,49.0,IL Illinois Williamson County 021200,IL Illinois
Public Housing,2,17199021200,census tract,IL,17,Illinois,199,Williamson County,021200,98.0,29.0,72.0,70,100.0,11.0,43.0,11.0,16.0,71.0,29.0,,,0.0,21.0,36.0,43.0,54.0,IL Illinois Williamson County 021200,IL Illinois
Housing Choice Vouchers,3,17199021200,census tract,IL,17,Illinois,199,Williamson County,021200,77.0,53.0,50.0,38,98.0,,39.0,20.0,32.0,47.0,53.0,,,0.0,16.0,45.0,39.0,39.0,IL Illinois Williamson County 021200,IL Illinois
Summary,1,17199021300,census tract,IL,17,Illinois,199,Williamson County,021300,87.0,18.0,20.0,17,98.0,6.0,35.0,26.0,35.0,82.0,18.0,,,0.0,24.0,35.0,41.0,41.0,IL Illinois Williamson County 021300,IL Illinois
Housing Choice Vouchers,3,17199021300,census tract,IL,17,Illinois,199,Williamson County,021300,87.0,18.0,20.0,17,98.0,6.0,35.0,26.0,35.0,82.0,18.0,,,0.0,24.0,35.0,41.0,41.0,IL Illinois Williamson County 021300,IL Illinois
Summary,1,17199021400,census tract,IL,17,Illinois,199,Williamson County,021400,,,6.0,4,,,,,,,,,,,,,,,IL Illinois Williamson County 021400,IL Illinois
Housing Choice Vouchers,3,17199021400,census tract,IL,17,Illinois,199,Williamson County,021400,,,6.0,4,,,,,,,,,,,,,,,IL Illinois Williamson County 021400,IL Illinois
Summary,1,17201000101,census tract,IL,17,Illinois,201,Winnebago County,000101,,,8.0,6,,,,,,,,,,,,,,,IL Illinois Winnebago County 000101,IL Illinois
Housing Choice Vouchers,3,17201000101,census tract,IL,17,Illinois,201,Winnebago County,000101,,,8.0,6,,,,,,,,,,,,,,,IL Illinois Winnebago County 000101,IL Illinois
Summary,1,17201000103,census tract,IL,17,Illinois,201,Winnebago County,000103,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000103,IL Illinois
Housing Choice Vouchers,3,17201000103,census tract,IL,17,Illinois,201,Winnebago County,000103,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000103,IL Illinois
Summary,1,17201000104,census tract,IL,17,Illinois,201,Winnebago County,000104,,,7.0,6,,,,,,,,,,,,,,,IL Illinois Winnebago County 000104,IL Illinois
Housing Choice Vouchers,3,17201000104,census tract,IL,17,Illinois,201,Winnebago County,000104,,,7.0,6,,,,,,,,,,,,,,,IL Illinois Winnebago County 000104,IL Illinois
Summary,1,17201000105,census tract,IL,17,Illinois,201,Winnebago County,000105,82.0,43.0,15.0,14,100.0,,7.0,76.0,36.0,57.0,36.0,,7.0,0.0,,93.0,7.0,7.0,IL Illinois Winnebago County 000105,IL Illinois
Housing Choice Vouchers,3,17201000105,census tract,IL,17,Illinois,201,Winnebago County,000105,,,8.0,6,,,,,,,,,,,,,,,IL Illinois Winnebago County 000105,IL Illinois
Other Multifamily,5,17201000105,census tract,IL,17,Illinois,201,Winnebago County,000105,,,8.0,8,,,,,,,,,,,,,,,IL Illinois Winnebago County 000105,IL Illinois
Summary,1,17201000200,census tract,IL,17,Illinois,201,Winnebago County,000200,99.0,7.0,154.0,150,99.0,,,55.0,64.0,93.0,3.0,1.0,,3.0,100.0,,,,IL Illinois Winnebago County 000200,IL Illinois
Housing Choice Vouchers,3,17201000200,census tract,IL,17,Illinois,201,Winnebago County,000200,,,3.0,2,,,,,,,,,,,,,,,IL Illinois Winnebago County 000200,IL Illinois
Project Based Section 8,4,17201000200,census tract,IL,17,Illinois,201,Winnebago County,000200,99.0,7.0,151.0,148,99.0,,,54.0,64.0,93.0,3.0,1.0,,3.0,100.0,,,,IL Illinois Winnebago County 000200,IL Illinois
Summary,1,17201000300,census tract,IL,17,Illinois,201,Winnebago County,000300,,,6.0,4,,,,,,,,,,,,,,,IL Illinois Winnebago County 000300,IL Illinois
Housing Choice Vouchers,3,17201000300,census tract,IL,17,Illinois,201,Winnebago County,000300,,,6.0,4,,,,,,,,,,,,,,,IL Illinois Winnebago County 000300,IL Illinois
Summary,1,17201000401,census tract,IL,17,Illinois,201,Winnebago County,000401,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000401,IL Illinois
Public Housing,2,17201000401,census tract,IL,17,Illinois,201,Winnebago County,000401,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Winnebago County 000401,IL Illinois
Housing Choice Vouchers,3,17201000401,census tract,IL,17,Illinois,201,Winnebago County,000401,,,3.0,2,,,,,,,,,,,,,,,IL Illinois Winnebago County 000401,IL Illinois
Summary,1,17201000402,census tract,IL,17,Illinois,201,Winnebago County,000402,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Winnebago County 000402,IL Illinois
Public Housing,2,17201000402,census tract,IL,17,Illinois,201,Winnebago County,000402,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Winnebago County 000402,IL Illinois
Housing Choice Vouchers,3,17201000402,census tract,IL,17,Illinois,201,Winnebago County,000402,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000402,IL Illinois
Summary,1,17201000403,census tract,IL,17,Illinois,201,Winnebago County,000403,91.0,75.0,91.0,79,95.0,,90.0,4.0,1.0,25.0,66.0,,1.0,8.0,1.0,49.0,49.0,90.0,IL Illinois Winnebago County 000403,IL Illinois
Public Housing,2,17201000403,census tract,IL,17,Illinois,201,Winnebago County,000403,,,6.0,6,,,,,,,,,,,,,,,IL Illinois Winnebago County 000403,IL Illinois
Housing Choice Vouchers,3,17201000403,census tract,IL,17,Illinois,201,Winnebago County,000403,,,13.0,10,,,,,,,,,,,,,,,IL Illinois Winnebago County 000403,IL Illinois
Project Based Section 8,4,17201000403,census tract,IL,17,Illinois,201,Winnebago County,000403,93.0,73.0,72.0,63,94.0,,92.0,3.0,,27.0,62.0,,2.0,10.0,,57.0,43.0,92.0,IL Illinois Winnebago County 000403,IL Illinois
Summary,1,17201000501,census tract,IL,17,Illinois,201,Winnebago County,000501,72.0,81.0,57.0,42,100.0,5.0,43.0,27.0,26.0,19.0,74.0,2.0,,5.0,24.0,38.0,38.0,48.0,IL Illinois Winnebago County 000501,IL Illinois
Public Housing,2,17201000501,census tract,IL,17,Illinois,201,Winnebago County,000501,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Winnebago County 000501,IL Illinois
Housing Choice Vouchers,3,17201000501,census tract,IL,17,Illinois,201,Winnebago County,000501,72.0,80.0,56.0,41,100.0,5.0,41.0,27.0,24.0,20.0,73.0,2.0,,5.0,24.0,39.0,37.0,46.0,IL Illinois Winnebago County 000501,IL Illinois
Summary,1,17201000502,census tract,IL,17,Illinois,201,Winnebago County,000502,87.0,67.0,120.0,105,100.0,4.0,43.0,26.0,26.0,33.0,56.0,3.0,1.0,7.0,39.0,30.0,31.0,47.0,IL Illinois Winnebago County 000502,IL Illinois
Public Housing,2,17201000502,census tract,IL,17,Illinois,201,Winnebago County,000502,95.0,48.0,34.0,31,97.0,,6.0,67.0,48.0,52.0,35.0,6.0,,6.0,68.0,29.0,3.0,6.0,IL Illinois Winnebago County 000502,IL Illinois
Housing Choice Vouchers,3,17201000502,census tract,IL,17,Illinois,201,Winnebago County,000502,72.0,81.0,35.0,26,100.0,,38.0,30.0,27.0,19.0,69.0,4.0,,8.0,42.0,31.0,27.0,38.0,IL Illinois Winnebago County 000502,IL Illinois
Project Based Section 8,4,17201000502,census tract,IL,17,Illinois,201,Winnebago County,000502,89.0,79.0,43.0,39,100.0,10.0,85.0,6.0,3.0,21.0,72.0,,,8.0,,36.0,64.0,95.0,IL Illinois Winnebago County 000502,IL Illinois
Other Multifamily,5,17201000502,census tract,IL,17,Illinois,201,Winnebago County,000502,,,8.0,9,,,,,,,,,,,,,,,IL Illinois Winnebago County 000502,IL Illinois
Summary,1,17201000507,census tract,IL,17,Illinois,201,Winnebago County,000507,74.0,85.0,149.0,109,99.0,2.0,50.0,20.0,17.0,15.0,80.0,,,6.0,11.0,66.0,23.0,52.0,IL Illinois Winnebago County 000507,IL Illinois
Public Housing,2,17201000507,census tract,IL,17,Illinois,201,Winnebago County,000507,100.0,88.0,18.0,17,96.0,,53.0,15.0,12.0,12.0,71.0,,,18.0,,12.0,88.0,53.0,IL Illinois Winnebago County 000507,IL Illinois
Housing Choice Vouchers,3,17201000507,census tract,IL,17,Illinois,201,Winnebago County,000507,71.0,85.0,131.0,92,99.0,2.0,50.0,21.0,18.0,15.0,82.0,,,3.0,13.0,76.0,11.0,52.0,IL Illinois Winnebago County 000507,IL Illinois
Summary,1,17201000510,census tract,IL,17,Illinois,201,Winnebago County,000510,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000510,IL Illinois
Housing Choice Vouchers,3,17201000510,census tract,IL,17,Illinois,201,Winnebago County,000510,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000510,IL Illinois
Summary,1,17201000511,census tract,IL,17,Illinois,201,Winnebago County,000511,97.0,22.0,63.0,63,100.0,3.0,2.0,6.0,95.0,78.0,14.0,,2.0,6.0,95.0,2.0,3.0,5.0,IL Illinois Winnebago County 000511,IL Illinois
Housing Choice Vouchers,3,17201000511,census tract,IL,17,Illinois,201,Winnebago County,000511,,,4.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000511,IL Illinois
Other Multifamily,5,17201000511,census tract,IL,17,Illinois,201,Winnebago County,000511,99.0,22.0,59.0,60,100.0,,,3.0,100.0,78.0,13.0,,2.0,7.0,100.0,,,,IL Illinois Winnebago County 000511,IL Illinois
Summary,1,17201000512,census tract,IL,17,Illinois,201,Winnebago County,000512,71.0,92.0,17.0,12,98.0,,50.0,13.0,25.0,8.0,92.0,,,0.0,17.0,17.0,67.0,50.0,IL Illinois Winnebago County 000512,IL Illinois
Housing Choice Vouchers,3,17201000512,census tract,IL,17,Illinois,201,Winnebago County,000512,71.0,92.0,17.0,12,98.0,,50.0,13.0,25.0,8.0,92.0,,,0.0,17.0,17.0,67.0,50.0,IL Illinois Winnebago County 000512,IL Illinois
Summary,1,17201000513,census tract,IL,17,Illinois,201,Winnebago County,000513,97.0,11.0,62.0,61,100.0,,3.0,1.0,97.0,89.0,7.0,2.0,2.0,2.0,97.0,,3.0,3.0,IL Illinois Winnebago County 000513,IL Illinois
Housing Choice Vouchers,3,17201000513,census tract,IL,17,Illinois,201,Winnebago County,000513,,,3.0,2,,,,,,,,,,,,,,,IL Illinois Winnebago County 000513,IL Illinois
Other Multifamily,5,17201000513,census tract,IL,17,Illinois,201,Winnebago County,000513,98.0,8.0,59.0,59,100.0,,,0.0,100.0,92.0,3.0,2.0,2.0,2.0,100.0,,,,IL Illinois Winnebago County 000513,IL Illinois
Summary,1,17201000515,census tract,IL,17,Illinois,201,Winnebago County,000515,77.0,88.0,22.0,17,99.0,,71.0,16.0,24.0,12.0,88.0,,,0.0,6.0,82.0,12.0,71.0,IL Illinois Winnebago County 000515,IL Illinois
Public Housing,2,17201000515,census tract,IL,17,Illinois,201,Winnebago County,000515,,,4.0,4,,,,,,,,,,,,,,,IL Illinois Winnebago County 000515,IL Illinois
Housing Choice Vouchers,3,17201000515,census tract,IL,17,Illinois,201,Winnebago County,000515,71.0,92.0,18.0,13,100.0,,77.0,19.0,31.0,8.0,92.0,,,0.0,8.0,77.0,15.0,77.0,IL Illinois Winnebago County 000515,IL Illinois
Summary,1,17201000516,census tract,IL,17,Illinois,201,Winnebago County,000516,99.0,5.0,135.0,136,100.0,,,4.0,99.0,95.0,2.0,,1.0,1.0,94.0,6.0,,,IL Illinois Winnebago County 000516,IL Illinois
Project Based Section 8,4,17201000516,census tract,IL,17,Illinois,201,Winnebago County,000516,99.0,5.0,115.0,115,100.0,,,5.0,98.0,95.0,3.0,,1.0,2.0,93.0,7.0,,,IL Illinois Winnebago County 000516,IL Illinois
Other Multifamily,5,17201000516,census tract,IL,17,Illinois,201,Winnebago County,000516,99.0,5.0,20.0,21,100.0,,,0.0,100.0,95.0,,,5.0,0.0,100.0,,,,IL Illinois Winnebago County 000516,IL Illinois
Summary,1,17201000600,census tract,IL,17,Illinois,201,Winnebago County,000600,71.0,88.0,35.0,25,100.0,4.0,48.0,14.0,20.0,12.0,80.0,,,8.0,8.0,56.0,36.0,52.0,IL Illinois Winnebago County 000600,IL Illinois
Housing Choice Vouchers,3,17201000600,census tract,IL,17,Illinois,201,Winnebago County,000600,71.0,88.0,35.0,25,100.0,4.0,48.0,14.0,20.0,12.0,80.0,,,8.0,8.0,56.0,36.0,52.0,IL Illinois Winnebago County 000600,IL Illinois
Summary,1,17201000700,census tract,IL,17,Illinois,201,Winnebago County,000700,,,12.0,10,,,,,,,,,,,,,,,IL Illinois Winnebago County 000700,IL Illinois
Public Housing,2,17201000700,census tract,IL,17,Illinois,201,Winnebago County,000700,,,3.0,3,,,,,,,,,,,,,,,IL Illinois Winnebago County 000700,IL Illinois
Housing Choice Vouchers,3,17201000700,census tract,IL,17,Illinois,201,Winnebago County,000700,,,9.0,7,,,,,,,,,,,,,,,IL Illinois Winnebago County 000700,IL Illinois
Summary,1,17201000800,census tract,IL,17,Illinois,201,Winnebago County,000800,88.0,69.0,291.0,251,98.0,1.0,13.0,49.0,31.0,31.0,60.0,0.0,1.0,7.0,73.0,16.0,10.0,14.0,IL Illinois Winnebago County 000800,IL Illinois
Public Housing,2,17201000800,census tract,IL,17,Illinois,201,Winnebago County,000800,95.0,63.0,206.0,188,97.0,,2.0,72.0,37.0,37.0,55.0,,1.0,7.0,90.0,8.0,2.0,2.0,IL Illinois Winnebago County 000800,IL Illinois
Housing Choice Vouchers,3,17201000800,census tract,IL,17,Illinois,201,Winnebago County,000800,72.0,84.0,86.0,63,100.0,5.0,46.0,19.0,13.0,16.0,75.0,2.0,2.0,6.0,22.0,41.0,37.0,51.0,IL Illinois Winnebago County 000800,IL Illinois
Summary,1,17201001000,census tract,IL,17,Illinois,201,Winnebago County,001000,93.0,88.0,276.0,251,98.0,2.0,53.0,17.0,14.0,12.0,82.0,0.0,1.0,6.0,35.0,39.0,25.0,55.0,IL Illinois Winnebago County 001000,IL Illinois
Public Housing,2,17201001000,census tract,IL,17,Illinois,201,Winnebago County,001000,100.0,88.0,212.0,206,98.0,2.0,56.0,13.0,9.0,12.0,80.0,0.0,1.0,6.0,32.0,44.0,24.0,58.0,IL Illinois Winnebago County 001000,IL Illinois
Housing Choice Vouchers,3,17201001000,census tract,IL,17,Illinois,201,Winnebago County,001000,71.0,91.0,64.0,45,99.0,,38.0,33.0,38.0,9.0,89.0,,,2.0,51.0,18.0,31.0,38.0,IL Illinois Winnebago County 001000,IL Illinois
Summary,1,17201001100,census tract,IL,17,Illinois,201,Winnebago County,001100,93.0,42.0,413.0,389,100.0,,2.0,61.0,57.0,58.0,38.0,1.0,0.0,3.0,89.0,9.0,2.0,2.0,IL Illinois Winnebago County 001100,IL Illinois
Housing Choice Vouchers,3,17201001100,census tract,IL,17,Illinois,201,Winnebago County,001100,71.0,55.0,42.0,29,98.0,,24.0,27.0,34.0,45.0,48.0,,,7.0,66.0,10.0,24.0,24.0,IL Illinois Winnebago County 001100,IL Illinois
Project Based Section 8,4,17201001100,census tract,IL,17,Illinois,201,Winnebago County,001100,95.0,41.0,371.0,360,100.0,,1.0,65.0,58.0,59.0,37.0,1.0,0.0,3.0,91.0,9.0,,1.0,IL Illinois Winnebago County 001100,IL Illinois
Summary,1,17201001200,census tract,IL,17,Illinois,201,Winnebago County,001200,71.0,80.0,76.0,54,100.0,,39.0,11.0,7.0,20.0,74.0,,,6.0,37.0,30.0,33.0,39.0,IL Illinois Winnebago County 001200,IL Illinois
Public Housing,2,17201001200,census tract,IL,17,Illinois,201,Winnebago County,001200,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Winnebago County 001200,IL Illinois
Housing Choice Vouchers,3,17201001200,census tract,IL,17,Illinois,201,Winnebago County,001200,71.0,79.0,75.0,53,100.0,,38.0,11.0,8.0,21.0,74.0,,,6.0,38.0,30.0,32.0,38.0,IL Illinois Winnebago County 001200,IL Illinois
Summary,1,17201001300,census tract,IL,17,Illinois,201,Winnebago County,001300,72.0,87.0,51.0,38,100.0,,71.0,10.0,16.0,13.0,79.0,,,8.0,8.0,42.0,50.0,71.0,IL Illinois Winnebago County 001300,IL Illinois
Housing Choice Vouchers,3,17201001300,census tract,IL,17,Illinois,201,Winnebago County,001300,72.0,87.0,51.0,38,100.0,,71.0,10.0,16.0,13.0,79.0,,,8.0,8.0,42.0,50.0,71.0,IL Illinois Winnebago County 001300,IL Illinois
Summary,1,17201001400,census tract,IL,17,Illinois,201,Winnebago County,001400,72.0,82.0,94.0,68,100.0,6.0,47.0,22.0,18.0,18.0,76.0,,,6.0,18.0,28.0,54.0,53.0,IL Illinois Winnebago County 001400,IL Illinois
Public Housing,2,17201001400,census tract,IL,17,Illinois,201,Winnebago County,001400,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Winnebago County 001400,IL Illinois
Housing Choice Vouchers,3,17201001400,census tract,IL,17,Illinois,201,Winnebago County,001400,71.0,83.0,92.0,66,100.0,6.0,45.0,23.0,18.0,17.0,77.0,,,6.0,18.0,29.0,53.0,51.0,IL Illinois Winnebago County 001400,IL Illinois
Summary,1,17201001500,census tract,IL,17,Illinois,201,Winnebago County,001500,74.0,70.0,101.0,74,99.0,1.0,35.0,29.0,38.0,30.0,65.0,,,5.0,51.0,23.0,26.0,36.0,IL Illinois Winnebago County 001500,IL Illinois
Public Housing,2,17201001500,census tract,IL,17,Illinois,201,Winnebago County,001500,100.0,82.0,11.0,11,96.0,,91.0,14.0,9.0,18.0,73.0,,,9.0,,45.0,55.0,91.0,IL Illinois Winnebago County 001500,IL Illinois
Housing Choice Vouchers,3,17201001500,census tract,IL,17,Illinois,201,Winnebago County,001500,71.0,68.0,90.0,63,99.0,2.0,25.0,33.0,43.0,32.0,63.0,,,5.0,60.0,19.0,21.0,27.0,IL Illinois Winnebago County 001500,IL Illinois
Summary,1,17201001600,census tract,IL,17,Illinois,201,Winnebago County,001600,81.0,79.0,137.0,110,99.0,1.0,35.0,32.0,26.0,21.0,74.0,,1.0,5.0,37.0,45.0,18.0,36.0,IL Illinois Winnebago County 001600,IL Illinois
Public Housing,2,17201001600,census tract,IL,17,Illinois,201,Winnebago County,001600,96.0,73.0,55.0,51,96.0,,14.0,51.0,35.0,27.0,69.0,,2.0,2.0,57.0,39.0,4.0,14.0,IL Illinois Winnebago County 001600,IL Illinois
Housing Choice Vouchers,3,17201001600,census tract,IL,17,Illinois,201,Winnebago County,001600,71.0,85.0,82.0,59,100.0,2.0,53.0,22.0,19.0,15.0,78.0,,,7.0,20.0,49.0,31.0,55.0,IL Illinois Winnebago County 001600,IL Illinois
Summary,1,17201001700,census tract,IL,17,Illinois,201,Winnebago County,001700,75.0,80.0,27.0,20,99.0,,55.0,15.0,15.0,20.0,70.0,,,10.0,25.0,20.0,55.0,55.0,IL Illinois Winnebago County 001700,IL Illinois
Public Housing,2,17201001700,census tract,IL,17,Illinois,201,Winnebago County,001700,,,4.0,4,,,,,,,,,,,,,,,IL Illinois Winnebago County 001700,IL Illinois
Housing Choice Vouchers,3,17201001700,census tract,IL,17,Illinois,201,Winnebago County,001700,71.0,75.0,23.0,16,100.0,,44.0,15.0,19.0,25.0,69.0,,,6.0,31.0,25.0,44.0,44.0,IL Illinois Winnebago County 001700,IL Illinois
Summary,1,17201001800,census tract,IL,17,Illinois,201,Winnebago County,001800,75.0,83.0,109.0,82,100.0,1.0,50.0,13.0,13.0,17.0,77.0,1.0,,5.0,13.0,41.0,45.0,51.0,IL Illinois Winnebago County 001800,IL Illinois
Public Housing,2,17201001800,census tract,IL,17,Illinois,201,Winnebago County,001800,100.0,80.0,16.0,15,96.0,7.0,67.0,6.0,13.0,20.0,67.0,,,13.0,,,100.0,74.0,IL Illinois Winnebago County 001800,IL Illinois
Housing Choice Vouchers,3,17201001800,census tract,IL,17,Illinois,201,Winnebago County,001800,71.0,84.0,93.0,67,100.0,,46.0,16.0,13.0,16.0,79.0,1.0,,3.0,16.0,51.0,33.0,46.0,IL Illinois Winnebago County 001800,IL Illinois
Summary,1,17201001900,census tract,IL,17,Illinois,201,Winnebago County,001900,92.0,55.0,80.0,74,100.0,,38.0,17.0,41.0,45.0,45.0,,,11.0,46.0,14.0,41.0,38.0,IL Illinois Winnebago County 001900,IL Illinois
Public Housing,2,17201001900,census tract,IL,17,Illinois,201,Winnebago County,001900,100.0,89.0,29.0,28,96.0,,75.0,4.0,7.0,11.0,68.0,,,21.0,,14.0,86.0,75.0,IL Illinois Winnebago County 001900,IL Illinois
Housing Choice Vouchers,3,17201001900,census tract,IL,17,Illinois,201,Winnebago County,001900,72.0,53.0,20.0,15,100.0,,47.0,37.0,13.0,47.0,47.0,,,7.0,20.0,40.0,40.0,47.0,IL Illinois Winnebago County 001900,IL Illinois
Project Based Section 8,4,17201001900,census tract,IL,17,Illinois,201,Winnebago County,001900,99.0,26.0,31.0,31,100.0,,,35.0,84.0,74.0,23.0,,,3.0,100.0,,,,IL Illinois Winnebago County 001900,IL Illinois
Summary,1,17201002000,census tract,IL,17,Illinois,201,Winnebago County,002000,76.0,59.0,38.0,29,100.0,,48.0,12.0,21.0,41.0,52.0,,,7.0,17.0,38.0,45.0,48.0,IL Illinois Winnebago County 002000,IL Illinois
Public Housing,2,17201002000,census tract,IL,17,Illinois,201,Winnebago County,002000,,,5.0,5,,,,,,,,,,,,,,,IL Illinois Winnebago County 002000,IL Illinois
Housing Choice Vouchers,3,17201002000,census tract,IL,17,Illinois,201,Winnebago County,002000,71.0,59.0,30.0,22,100.0,,55.0,10.0,14.0,41.0,50.0,,,9.0,23.0,41.0,36.0,55.0,IL Illinois Winnebago County 002000,IL Illinois
